match,teamInnings,battingPos,batsmanName,out/not_out,R,B,M,4s,6s,SR,match_id
India vs Pakistan,India,2,Virat Kohli,out,4,3,7,1,0,133.33,T20I # 2658
India vs Pakistan,India,3,Rishabh Pant,out,42,31,65,6,0,135.48,T20I # 2658
India vs Pakistan,India,4,Axar Patel,out,20,18,26,2,1,111.11,T20I # 2658
India vs Pakistan,India,5,Suryakumar Yadav,out,7,8,16,1,0,87.50,T20I # 2658
India vs Pakistan,India,6,Shivam Dube,out,3,9,7,0,0,33.33,T20I # 2658
India vs Pakistan,India,7,Hardik Pandya,out,7,12,24,1,0,58.33,T20I # 2658
India vs Pakistan,India,8,Ravindra Jadeja,out,0,1,1,0,0,0.00,T20I # 2658
India vs Pakistan,India,9,Arshdeep Singh,out,9,13,26,1,0,69.23,T20I # 2658
India vs Pakistan,India,10,Jasprit Bumrah,out,0,1,1,0,0,0.00,T20I # 2658
India vs Pakistan,Pakistan,1,Mohammad Rizwan,out,31,44,67,1,1,70.45,T20I # 2658
India vs Pakistan,Pakistan,2,Babar Azam,out,13,10,23,2,0,130.00,T20I # 2658
India vs Pakistan,Pakistan,3,Usman Khan,out,13,15,23,1,0,86.66,T20I # 2658
India vs Pakistan,Pakistan,4,Fakhar Zaman,out,13,8,8,1,1,162.50,T20I # 2658
India vs Pakistan,Pakistan,5,Imad Wasim,out,15,23,40,1,0,65.21,T20I # 2658
India vs Pakistan,Pakistan,6,Shadab Khan,out,4,7,10,0,0,57.14,T20I # 2658
India vs Pakistan,Pakistan,7,Iftikhar Ahmed,out,5,9,14,0,0,55.55,T20I # 2658
India vs Pakistan,Pakistan,8,Shaheen Shah Afridi,not out,0,1,4,0,0,0.00,T20I # 2658
India vs Pakistan,Pakistan,9,Naseem Shah,not out,10,4,3,2,0,250.00,T20I # 2658
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
West Indies vs Uganda,West Indies,1,Brandon King,out,13,8,20,2,0,162.50,T20I # 2651
West Indies vs Uganda,West Indies,2,Johnson Charles,out,44,42,53,4,2,104.76,T20I # 2651
West Indies vs Uganda,West Indies,3,Nicholas Pooran,out,22,17,17,0,3,129.41,T20I # 2651
West Indies vs Uganda,West Indies,4,Rovman Powell,out,23,18,26,1,1,127.77,T20I # 2651
West Indies vs Uganda,West Indies,5,Sherfane Rutherford,out,22,16,23,2,1,137.50,T20I # 2651
West Indies vs Uganda,West Indies,6,Andre Russell,not out,30,17,23,6,0,176.47,T20I # 2651
West Indies vs Uganda,West Indies,7,Romario Shepherd,not out,5,5,13,0,0,100.00,T20I # 2651
West Indies vs Uganda,Uganda,1,Roger Mukasa,out,0,2,1,0,0,0.00,T20I # 2651
West Indies vs Uganda,Uganda,2,Simon Ssesazi,out,4,3,6,1,0,133.33,T20I # 2651
West Indies vs Uganda,Uganda,3,Robinson Obuya,out,6,8,12,1,0,75.00,T20I # 2651
West Indies vs Uganda,Uganda,4,Alpesh Ramjani,out,5,6,5,1,0,83.33,T20I # 2651
West Indies vs Uganda,Uganda,5,Kenneth Waiswa,out,1,10,20,0,0,10.00,T20I # 2651
West Indies vs Uganda,Uganda,6,Riazat Ali Shah,out,3,8,5,0,0,37.50,T20I # 2651
West Indies vs Uganda,Uganda,7,Dinesh Nakrani,out,0,2,7,0,0,0.00,T20I # 2651
West Indies vs Uganda,Uganda,8,Brian Masaba,out,1,4,8,0,0,25.00,T20I # 2651
West Indies vs Uganda,Uganda,9,Juma Miyagi,not out,13,20,20,0,0,65.00,T20I # 2651
West Indies vs Uganda,Uganda,10,Cosmas Kyewuta,out,1,6,10,0,0,16.66,T20I # 2651
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Netherlands vs South Africa,Netherlands,1,Michael Levitt,out,0,3,4,0,0,0.00,T20I # 2649
Netherlands vs South Africa,Netherlands,2,Max O'Dowd,out,2,6,19,0,0,33.33,T20I # 2649
Netherlands vs South Africa,Netherlands,3,Vikramjit Singh,out,12,17,19,1,0,70.58,T20I # 2649
Netherlands vs South Africa,Netherlands,4,Sybrand Engelbrecht,out,40,45,63,2,1,88.88,T20I # 2649
Netherlands vs South Africa,Netherlands,5,Bas de Leede,out,6,16,17,0,0,37.50,T20I # 2649
Netherlands vs South Africa,Netherlands,6,Scott Edwards,out,10,9,8,0,1,111.11,T20I # 2649
Netherlands vs South Africa,Netherlands,7,Teja Nidamanuru,out,0,1,2,0,0,0.00,T20I # 2649
Netherlands vs South Africa,Netherlands,8,Logan van Beek,out,23,22,34,3,0,104.54,T20I # 2649
Netherlands vs South Africa,Netherlands,9,Tim Pringle,out,0,2,1,0,0,0.00,T20I # 2649
Netherlands vs South Africa,Netherlands,10,Paul van Meekeren,not out,1,1,2,0,0,100.00,T20I # 2649
Netherlands vs South Africa,South Africa,1,Reeza Hendricks,out,3,10,8,0,0,30.00,T20I # 2649
Netherlands vs South Africa,South Africa,2,Quinton de Kock,out,0,0,1,0,0,-,T20I # 2649
Netherlands vs South Africa,South Africa,3,Aiden Markram,out,0,3,13,0,0,0.00,T20I # 2649
Netherlands vs South Africa,South Africa,4,Tristan Stubbs,out,33,37,70,1,1,89.18,T20I # 2649
Netherlands vs South Africa,South Africa,5,Heinrich Klaasen,out,4,7,8,0,0,57.14,T20I # 2649
Netherlands vs South Africa,South Africa,6,David Miller,not out,59,51,67,3,4,115.68,T20I # 2649
Netherlands vs South Africa,South Africa,7,Marco Jansen,out,3,5,8,0,0,60.00,T20I # 2649
Netherlands vs South Africa,South Africa,8,Keshav Maharaj,not out,0,1,4,0,0,0.00,T20I # 2649
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Canada vs Ireland,Canada,1,Aaron Johnson,out,14,13,23,3,0,107.69,T20I # 2644
Canada vs Ireland,Canada,2,Navneet Dhaliwal,out,6,10,10,1,0,60.00,T20I # 2644
Canada vs Ireland,Canada,3,Pargat Singh,out,18,14,21,2,0,128.57,T20I # 2644
Canada vs Ireland,Canada,4,Dilpreet Bajwa,out,7,9,15,1,0,77.77,T20I # 2644
Canada vs Ireland,Canada,5,Nicholas Kirton,out,49,35,56,3,2,140.00,T20I # 2644
Canada vs Ireland,Canada,6,Shreyas Movva,out,37,36,56,3,0,102.77,T20I # 2644
Canada vs Ireland,Canada,7,Dilon Heyliger,out,0,2,1,0,0,0.00,T20I # 2644
Canada vs Ireland,Canada,8,Saad Bin Zafar,not out,1,1,4,0,0,100.00,T20I # 2644
Canada vs Ireland,Ireland,1,Andy Balbirnie,out,17,19,29,1,0,89.47,T20I # 2644
Canada vs Ireland,Ireland,2,Paul Stirling,out,9,17,25,1,0,52.94,T20I # 2644
Canada vs Ireland,Ireland,3,Lorcan Tucker,out,10,15,21,0,0,66.66,T20I # 2644
Canada vs Ireland,Ireland,4,Harry Tector,out,7,5,6,0,0,140.00,T20I # 2644
Canada vs Ireland,Ireland,5,Curtis Campher,out,4,7,16,0,0,57.14,T20I # 2644
Canada vs Ireland,Ireland,6,George Dockrell,not out,30,23,47,2,1,130.43,T20I # 2644
Canada vs Ireland,Ireland,7,Gareth Delany,out,3,7,5,0,0,42.85,T20I # 2644
Canada vs Ireland,Ireland,8,Mark Adair,out,34,24,33,3,1,141.66,T20I # 2644
Canada vs Ireland,Ireland,9,Barry McCarthy,not out,2,3,2,0,0,66.66,T20I # 2644
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Sri Lanka vs Bangladesh,Sri Lanka,1,Pathum Nissanka,out,47,28,40,7,1,167.85,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,2,Kusal Mendis,out,10,8,11,2,0,125.00,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,3,Kamindu Mendis,out,4,5,11,1,0,80.00,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,4,Dhananjaya de Silva,out,21,26,51,1,0,80.76,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,5,Charith Asalanka,out,19,21,23,0,1,90.47,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,6,Wanindu Hasaranga,out,0,1,1,0,0,0.00,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,7,Angelo Mathews,out,16,19,27,1,0,84.21,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,8,Dasun Shanaka,out,3,7,8,0,0,42.85,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,9,Maheesh Theekshana,out,0,3,4,0,0,0.00,T20I # 2646
Sri Lanka vs Bangladesh,Sri Lanka,10,Matheesha Pathirana,not out,0,1,7,0,0,0.00,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,1,Tanzid Hasan,out,3,6,8,0,0,50.00,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,2,Soumya Sarkar,out,0,2,2,0,0,0.00,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,3,Litton Das,out,36,38,63,2,1,94.73,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,4,Najmul Hossain Shanto,out,7,13,16,0,0,53.84,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,5,Towhid Hridoy,out,40,20,28,1,4,200.00,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,6,Shakib Al Hasan,out,8,14,19,0,0,57.14,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,7,Mahmudullah,not out,16,13,29,0,1,123.07,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,8,Rishad Hossain,out,1,3,6,0,0,33.33,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,9,Taskin Ahmed,out,0,1,1,0,0,0.00,T20I # 2646
Sri Lanka vs Bangladesh,Bangladesh,10,Tanzim Hasan Sakib,not out,1,4,10,0,0,25.00,T20I # 2646
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Afghanistan vs New Zealand,Afghanistan,1,Rahmanullah Gurbaz,out,80,56,92,5,5,142.85,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,2,Ibrahim Zadran,out,44,41,66,3,2,107.31,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,3,Azmatullah Omarzai,out,22,13,9,1,2,169.23,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,4,Mohammad Nabi,out,0,1,3,0,0,0.00,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,5,Rashid Khan,out,6,5,8,1,0,120.00,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,6,Karim Janat,not out,1,1,6,0,0,100.00,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,7,Gulbadin Naib,out,0,2,3,0,0,0.00,T20I # 2645
Afghanistan vs New Zealand,Afghanistan,8,Najibullah Zadran,not out,1,1,1,0,0,100.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,1,Finn Allen,out,0,1,1,0,0,0.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,2,Devon Conway,out,8,10,16,1,0,80.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,3,Kane Williamson,out,9,13,38,1,0,69.23,T20I # 2645
Afghanistan vs New Zealand,New Zealand,4,Daryl Mitchell,out,5,5,10,1,0,100.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,5,Glenn Phillips,out,18,18,28,2,0,100.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,6,Mark Chapman,out,4,7,8,0,0,57.14,T20I # 2645
Afghanistan vs New Zealand,New Zealand,7,Michael Bracewell,out,0,1,2,0,0,0.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,8,Mitchell Santner,out,4,8,12,0,0,50.00,T20I # 2645
Afghanistan vs New Zealand,New Zealand,9,Matt Henry,out,12,17,21,0,1,70.58,T20I # 2645
Afghanistan vs New Zealand,New Zealand,10,Lockie Ferguson,out,2,5,3,0,0,40.00,T20I # 2645
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Australia vs England,Australia,1,Travis Head,out,34,18,25,2,3,188.88,T20I # 2650
Australia vs England,Australia,2,David Warner,out,39,16,22,2,4,243.75,T20I # 2650
Australia vs England,Australia,3,Mitchell Marsh,out,35,25,43,2,2,140.00,T20I # 2650
Australia vs England,Australia,4,Glenn Maxwell,out,28,25,44,3,1,112.00,T20I # 2650
Australia vs England,Australia,5,Marcus Stoinis,out,30,17,30,2,2,176.47,T20I # 2650
Australia vs England,Australia,6,Tim David,out,11,8,10,0,1,137.50,T20I # 2650
Australia vs England,Australia,7,Matthew Wade,not out,17,10,21,3,0,170.00,T20I # 2650
Australia vs England,Australia,8,Pat Cummins,out,0,1,1,0,0,0.00,T20I # 2650
Australia vs England,Australia,9,Mitchell Starc,not out,0,0,3,0,0,-,T20I # 2650
Australia vs England,England,1,Phil Salt,out,37,23,36,4,2,160.86,T20I # 2650
Australia vs England,England,2,Jos Buttler,out,42,28,47,5,2,150.00,T20I # 2650
Australia vs England,England,3,Will Jacks,out,10,10,15,1,0,100.00,T20I # 2650
Australia vs England,England,4,Jonny Bairstow,out,7,13,17,0,0,53.84,T20I # 2650
Australia vs England,England,5,Moeen Ali,out,25,15,21,0,3,166.66,T20I # 2650
Australia vs England,England,6,Harry Brook,not out,20,16,28,2,0,125.00,T20I # 2650
Australia vs England,England,7,Liam Livingstone,out,15,12,13,0,1,125.00,T20I # 2650
Australia vs England,England,8,Chris Jordan,not out,1,3,5,0,0,33.33,T20I # 2650
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
U.S.A. vs Pakistan,Pakistan,1,Mohammad Rizwan,out,9,8,5,0,1,112.50,T20I # 2642
U.S.A. vs Pakistan,Pakistan,2,Babar Azam,out,44,43,76,3,2,102.32,T20I # 2642
U.S.A. vs Pakistan,Pakistan,3,Usman Khan,out,3,3,5,0,0,100.00,T20I # 2642
U.S.A. vs Pakistan,Pakistan,4,Fakhar Zaman,out,11,7,11,0,1,157.14,T20I # 2642
U.S.A. vs Pakistan,Pakistan,5,Shadab Khan,out,40,25,35,1,3,160.00,T20I # 2642
U.S.A. vs Pakistan,Pakistan,6,Azam Khan,out,0,1,2,0,0,0.00,T20I # 2642
U.S.A. vs Pakistan,Pakistan,7,Iftikhar Ahmed,out,18,14,27,3,0,128.57,T20I # 2642
U.S.A. vs Pakistan,Pakistan,8,Shaheen Shah Afridi,not out,23,16,25,1,2,143.75,T20I # 2642
U.S.A. vs Pakistan,Pakistan,9,Haris Rauf,not out,3,3,11,0,0,100.00,T20I # 2642
U.S.A. vs Pakistan,United States of America,1,Steven Taylor,out,12,16,-,1,0,75.00,T20I # 2642
U.S.A. vs Pakistan,United States of America,2,Monank Patel,out,50,38,-,7,1,131.57,T20I # 2642
U.S.A. vs Pakistan,United States of America,3,Andries Gous,out,35,26,-,5,1,134.61,T20I # 2642
U.S.A. vs Pakistan,United States of America,4,Aaron Jones,not out,36,26,-,2,2,138.46,T20I # 2642
U.S.A. vs Pakistan,United States of America,5,Nitish Kumar,not out,14,14,-,1,0,100.00,T20I # 2642
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Namibia vs Scotland,Namibia,1,JP Kotze,out,0,3,2,0,0,0.00,T20I # 2643
Namibia vs Scotland,Namibia,2,Nikolaas Davin,out,20,12,24,4,0,166.66,T20I # 2643
Namibia vs Scotland,Namibia,3,Jan Frylinck,out,12,14,13,2,0,85.71,T20I # 2643
Namibia vs Scotland,Namibia,4,Gerhard Erasmus,out,52,31,44,5,2,167.74,T20I # 2643
Namibia vs Scotland,Namibia,5,Malan Kruger,out,2,8,13,0,0,25.00,T20I # 2643
Namibia vs Scotland,Namibia,6,Zane Green,out,28,27,39,1,1,103.70,T20I # 2643
Namibia vs Scotland,Namibia,7,David Wiese,out,14,13,14,0,1,107.69,T20I # 2643
Namibia vs Scotland,Namibia,8,Ruben Trumpelmann,out,1,2,5,0,0,50.00,T20I # 2643
Namibia vs Scotland,Namibia,9,JJ Smit,out,11,8,9,0,1,137.50,T20I # 2643
Namibia vs Scotland,Namibia,10,Bernard Scholtz,not out,6,4,9,0,0,150.00,T20I # 2643
Namibia vs Scotland,Scotland,1,George Munsey,out,7,15,21,0,0,46.66,T20I # 2643
Namibia vs Scotland,Scotland,2,Michael Jones,out,26,20,38,3,1,130.00,T20I # 2643
Namibia vs Scotland,Scotland,3,Brandon McMullen,out,19,17,25,2,0,111.76,T20I # 2643
Namibia vs Scotland,Scotland,4,Richie Berrington,not out,47,35,48,2,2,134.28,T20I # 2643
Namibia vs Scotland,Scotland,5,Matthew Cross,out,3,5,4,0,0,60.00,T20I # 2643
Namibia vs Scotland,Scotland,6,Michael Leask,out,35,17,29,0,4,205.88,T20I # 2643
Namibia vs Scotland,Scotland,7,Chris Greaves,not out,4,3,4,0,0,133.33,T20I # 2643
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
P.N.G. vs Uganda,Papua New Guinea,1,Assad Vala,out,0,2,2,0,0,0.00,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,2,Tony Ura,out,2,6,21,0,0,33.33,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,3,Sese Bau,out,5,9,11,1,0,55.55,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,4,Lega Siaka,out,12,17,19,1,0,70.58,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,5,Hiri Hiri,out,15,19,32,2,0,78.94,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,6,Charles Amini,out,5,14,10,0,0,35.71,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,7,Kiplin Doriga,out,12,20,18,0,1,60.00,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,8,Chad Soper,out,4,11,15,0,0,36.36,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,9,Norman Vanua,out,5,10,17,0,0,50.00,T20I # 2640
P.N.G. vs Uganda,Papua New Guinea,10,Alei Nao,out,5,6,10,0,0,83.33,T20I # 2640
P.N.G. vs Uganda,Uganda,1,Roger Mukasa,out,0,3,2,0,0,0.00,T20I # 2640
P.N.G. vs Uganda,Uganda,2,Simon Ssesazi,out,1,3,13,0,0,33.33,T20I # 2640
P.N.G. vs Uganda,Uganda,3,Robinson Obuya,out,1,2,4,0,0,50.00,T20I # 2640
P.N.G. vs Uganda,Uganda,4,Riazat Ali Shah,out,33,56,68,1,0,58.92,T20I # 2640
P.N.G. vs Uganda,Uganda,5,Alpesh Ramjani,out,8,10,15,1,0,80.00,T20I # 2640
P.N.G. vs Uganda,Uganda,6,Dinesh Nakrani,out,0,3,2,0,0,0.00,T20I # 2640
P.N.G. vs Uganda,Uganda,7,Juma Miyagi,out,13,16,25,0,0,81.25,T20I # 2640
P.N.G. vs Uganda,Uganda,8,Kenneth Waiswa,not out,7,16,19,0,0,43.75,T20I # 2640
P.N.G. vs Uganda,Uganda,9,Brian Masaba,not out,0,1,3,0,0,0.00,T20I # 2640
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Scotland vs England,Scotland,1,George Munsey,not out,41,31,46,4,2,132.25,T20I # 2637
Scotland vs England,Scotland,2,Michael Jones,not out,45,30,46,4,2,150.00,T20I # 2637
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Ireland vs India,Ireland,1,Andy Balbirnie,out,5,10,-,1,0,50.00,T20I # 2639
Ireland vs India,Ireland,2,Paul Stirling,out,2,6,-,0,0,33.33,T20I # 2639
Ireland vs India,Ireland,3,Lorcan Tucker,out,10,13,-,2,0,76.92,T20I # 2639
Ireland vs India,Ireland,4,Harry Tector,out,4,16,-,0,0,25.00,T20I # 2639
Ireland vs India,Ireland,5,Curtis Campher,out,12,8,-,1,1,150.00,T20I # 2639
Ireland vs India,Ireland,6,George Dockrell,out,3,5,-,0,0,60.00,T20I # 2639
Ireland vs India,Ireland,7,Gareth Delany,out,26,14,-,2,2,185.71,T20I # 2639
Ireland vs India,Ireland,8,Mark Adair,out,3,2,-,0,0,150.00,T20I # 2639
Ireland vs India,Ireland,9,Barry McCarthy,out,0,6,-,0,0,0.00,T20I # 2639
Ireland vs India,Ireland,10,Josh Little,out,14,13,-,2,0,107.69,T20I # 2639
Ireland vs India,India,1,Rohit Sharma,not out,52,37,48,4,3,140.54,T20I # 2639
Ireland vs India,India,2,Virat Kohli,out,1,5,13,0,0,20.00,T20I # 2639
Ireland vs India,India,3,Rishabh Pant,not out,36,26,46,3,2,138.46,T20I # 2639
Ireland vs India,India,4,Suryakumar Yadav,out,2,4,9,0,0,50.00,T20I # 2639
Ireland vs India,India,5,Shivam Dube,not out,0,2,3,0,0,0.00,T20I # 2639
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Australia vs Oman,Australia,1,David Warner,out,56,51,91,6,1,109.80,T20I # 2641
Australia vs Oman,Australia,2,Travis Head,out,12,10,13,2,0,120.00,T20I # 2641
Australia vs Oman,Australia,3,Mitchell Marsh,out,14,21,25,2,0,66.66,T20I # 2641
Australia vs Oman,Australia,4,Glenn Maxwell,out,0,1,1,0,0,0.00,T20I # 2641
Australia vs Oman,Australia,5,Marcus Stoinis,not out,67,36,55,2,6,186.11,T20I # 2641
Australia vs Oman,Australia,6,Tim David,out,9,4,5,2,0,225.00,T20I # 2641
Australia vs Oman,Oman,1,Kashyap Prajapati,out,7,16,27,1,0,43.75,T20I # 2641
Australia vs Oman,Oman,2,Pratik Athavale,out,0,1,3,0,0,0.00,T20I # 2641
Australia vs Oman,Oman,3,Aqib Ilyas,out,18,18,29,2,1,100.00,T20I # 2641
Australia vs Oman,Oman,4,Zeeshan Maqsood,out,1,7,12,0,0,14.28,T20I # 2641
Australia vs Oman,Oman,5,Khalid Kail,out,8,12,24,1,0,66.66,T20I # 2641
Australia vs Oman,Oman,6,Ayaan Khan,out,36,30,42,2,2,120.00,T20I # 2641
Australia vs Oman,Oman,7,Shoaib Khan,out,0,4,7,0,0,0.00,T20I # 2641
Australia vs Oman,Oman,8,Mehran Khan,out,27,16,34,1,2,168.75,T20I # 2641
Australia vs Oman,Oman,9,Shakeel Ahmed,out,11,10,21,1,0,110.00,T20I # 2641
Australia vs Oman,Oman,10,Kaleemullah,not out,6,4,6,0,0,150.00,T20I # 2641
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Afghanistan vs Uganda,Afghanistan,1,Rahmanullah Gurbaz,out,76,45,70,4,4,168.88,T20I # 2636
Afghanistan vs Uganda,Afghanistan,2,Ibrahim Zadran,out,70,46,66,9,1,152.17,T20I # 2636
Afghanistan vs Uganda,Afghanistan,3,Najibullah Zadran,out,2,3,8,0,0,66.66,T20I # 2636
Afghanistan vs Uganda,Afghanistan,4,Mohammad Nabi,not out,14,16,23,0,0,87.50,T20I # 2636
Afghanistan vs Uganda,Afghanistan,5,Gulbadin Naib,out,4,5,6,0,0,80.00,T20I # 2636
Afghanistan vs Uganda,Afghanistan,6,Azmatullah Omarzai,out,5,5,9,0,0,100.00,T20I # 2636
Afghanistan vs Uganda,Afghanistan,7,Rashid Khan,not out,2,1,1,0,0,200.00,T20I # 2636
Afghanistan vs Uganda,Uganda,1,Ronak Patel,out,4,2,1,1,0,200.00,T20I # 2636
Afghanistan vs Uganda,Uganda,2,Simon Ssesazi,out,4,4,9,1,0,100.00,T20I # 2636
Afghanistan vs Uganda,Uganda,3,Roger Mukasa,out,0,1,1,0,0,0.00,T20I # 2636
Afghanistan vs Uganda,Uganda,4,Riazat Ali Shah,out,11,34,56,0,0,32.35,T20I # 2636
Afghanistan vs Uganda,Uganda,5,Dinesh Nakrani,out,6,8,11,1,0,75.00,T20I # 2636
Afghanistan vs Uganda,Uganda,6,Alpesh Ramjani,out,0,2,1,0,0,0.00,T20I # 2636
Afghanistan vs Uganda,Uganda,7,Robinson Obuya,out,14,25,42,0,1,56.00,T20I # 2636
Afghanistan vs Uganda,Uganda,8,Brian Masaba,out,0,1,1,0,0,0.00,T20I # 2636
Afghanistan vs Uganda,Uganda,9,Bilal Hassan,out,8,16,18,1,0,50.00,T20I # 2636
Afghanistan vs Uganda,Uganda,10,Cosmas Kyewuta,not out,2,2,15,0,0,100.00,T20I # 2636
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Nepal vs Netherlands,Nepal,1,Kushal Bhurtel,out,7,10,14,1,0,70.00,T20I # 2638
Nepal vs Netherlands,Nepal,2,Aasif Sheikh,out,4,8,8,1,0,50.00,T20I # 2638
Nepal vs Netherlands,Nepal,3,Anil Sah,out,11,12,29,2,0,91.66,T20I # 2638
Nepal vs Netherlands,Nepal,4,Rohit Paudel,out,35,37,59,5,0,94.59,T20I # 2638
Nepal vs Netherlands,Nepal,5,Kushal Malla,out,9,9,8,1,0,100.00,T20I # 2638
Nepal vs Netherlands,Nepal,6,Dipendra Singh Airee,out,1,6,4,0,0,16.66,T20I # 2638
Nepal vs Netherlands,Nepal,7,Sompal Kami,out,0,5,10,0,0,0.00,T20I # 2638
Nepal vs Netherlands,Nepal,8,Gulsan Jha,out,14,15,28,0,1,93.33,T20I # 2638
Nepal vs Netherlands,Nepal,9,Karan KC,out,17,12,13,0,2,141.66,T20I # 2638
Nepal vs Netherlands,Nepal,10,Sagar Dhakal,not out,0,1,3,0,0,0.00,T20I # 2638
Nepal vs Netherlands,Netherlands,1,Michael Levitt,out,1,3,6,0,0,33.33,T20I # 2638
Nepal vs Netherlands,Netherlands,2,Max O'Dowd,not out,54,48,86,4,1,112.50,T20I # 2638
Nepal vs Netherlands,Netherlands,3,Vikramjit Singh,out,22,28,32,4,0,78.57,T20I # 2638
Nepal vs Netherlands,Netherlands,4,Sybrand Engelbrecht,out,14,16,18,1,0,87.50,T20I # 2638
Nepal vs Netherlands,Netherlands,5,Scott Edwards,out,5,8,11,0,0,62.50,T20I # 2638
Nepal vs Netherlands,Netherlands,6,Bas de Leede,not out,11,10,13,1,0,110.00,T20I # 2638
match,teamInnings,battingPos,batsmanName,out,R,B,M,4s,6s,SR,
Sri Lanka vs South Africa,Sri Lanka,1,Pathum Nissanka,out,3,8,15,0,0,37.50,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,2,Kusal Mendis,out,19,30,46,1,0,63.33,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,3,Kamindu Mendis,out,11,15,19,1,0,73.33,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,4,Wanindu Hasaranga,out,0,2,2,0,0,0.00,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,5,Sadeera Samarawickrama,out,0,1,1,0,0,0.00,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,6,Charith Asalanka,out,6,9,11,0,0,66.66,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,7,Angelo Mathews,out,16,16,24,0,2,100.00,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,8,Dasun Shanaka,out,9,10,13,0,1,90.00,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,9,Maheesh Theekshana,not out,7,16,20,1,0,43.75,T20I # 2635
Sri Lanka vs South Africa,Sri Lanka,10,Matheesha Pathirana,out,0,4,8,0,0,0.00,T20I # 2635
Sri Lanka vs South Africa,South Africa,1,Quinton de Kock,out,20,27,54,0,1,74.07,T20I # 2635
Sri Lanka vs South Africa,South Africa,2,Reeza Hendricks,out,4,2,8,1,0,200.00,T20I # 2635
Sri Lanka vs South Africa,South Africa,3,Aiden Markram,out,12,14,14,0,1,85.71,T20I # 2635
Sri Lanka vs South Africa,South Africa,4,Tristan Stubbs,out,13,28,39,0,0,46.42,T20I # 2635
Sri Lanka vs South Africa,South Africa,5,Heinrich Klaasen,not out,19,22,22,1,1,86.36,T20I # 2635
